id,subset,prompt,has_instruction,has_examples,has_constraints,has_style,has_context,num_examples,instruction_length,total_tokens,prompt_length,word_count,num_sentences,num_components
amazon_polarity_Is_this_product_review_positive_18,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: Jobst UltraSheer Thigh High
Review: Excellent product. However, they are very difficult to get on for older people. I feel like I've had a full day workout after getting them on. Also, as the day wears on, they begin to roll down from the top and create a very deep ridge in the skin. I have to wear them, so if those two difficulties could be addressed it would be such a help.
Answer: ",True,False,False,False,False,0.0,0.4,0.16,427,80,6,1
amazon_polarity_Is_this_product_review_positive_19,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: sizes recomended in the size chart are not real
Review: sizes are much smaller than what is recomended in the chart. I tried to put it and sheer it!. I guess you should not buy this item in the internet..it is better to go to the store and check it
Answer: ",True,False,True,False,False,0.0,0.235,0.114,297,57,6,2
amazon_polarity_Is_this_product_review_positive_20,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: mens ultrasheer
Review: This model may be ok for sedentary types, but I'm active and get around alot in my job - consistently found these stockings rolled up down by my ankles! Not Good!! Solution: go with the standard compression stocking, 20-30, stock #114622. Excellent support, stays up and gives me what I need. Both pair of these also tore as I struggled to pull them up all the time. Good riddance/bad investment!
Answer: ",True,False,False,False,False,0.0,0.4,0.16,469,80,8,1
amazon_polarity_Is_this_product_review_positive_21,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: Delicious cookie mix
Review: I thought it was funny that I bought this product without knowing it was a mix. I read the header very quickly and just thought it was packaged cookies. But no, it is cookie MIX and I guess I should have noticed that since it is right in the title.This is the first time I have ever tried baking with a cookie mix. If you are used to the convenience of the cookie dough that you buy wrapped up in plastic logs then you might be in for a bit of a surprise. Mixing up the dough can get VERY messy (it is extremely sticky). However, with a cookie mix like this you have a lot of flexibility in the ratio of ingredients (I like to add some extra butter to make the baked cookies more chewy). Also, this mix has really large chocolate chips in it--I love that.I removed a star for the addition of 'natural flavors' in the mix.
Answer: ",True,False,True,False,False,0.0,0.765,0.344,899,172,10,2
amazon_polarity_Is_this_product_review_positive_22,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: Another Abysmal Digital Copy
Review: Rather than scratches and insect droppings, this one has random pixelations combined with muddy light and vague image resolution. Probably the cue should have been the packaging is straight out of your street corner bootleg dealer.If you've ever seen a reasonably good condition film copy, you know the defining visuals of his film are the crystal clear lighting contrasts in black and white. The surrounding countryside and 'old home' scenes are set with early morning ground mists or the haze of memory while the events on the bridge and in the water are bright, clear, and immediate.Here everything is dull, dark, and clouded. Or, if you remember the timbre and enunciation of Captain's commands, so are the visuals.After that, it is hard to believe this award winning, critically acclaimed film's best presentation is on YOUTUBE. Somewhere ""out there"" is a DVD that comes up to the standard of a 16mm public library reel.Just none of them appear to be on Amazon.
Answer: ",True,False,True,False,False,0.0,0.8,0.346,1052,173,10,2
amazon_polarity_Is_this_product_review_positive_23,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: A fascinating insight into the life of modern Japanese teens
Review: I thoroughly enjoyed Rising Sons and Daughters. I don't know of any other book that looks at Japanese society from the point of view of its young people poised as they are between their parents' age-old Japanese culture of restraint and obedience to the will of the community, and their peers' adulation of Western culture. True to form, the ""New Young"" of Japan seem to be creating an ""international"" blend, as the Ando family demonstrates in this beautifully written book of vignettes of the private lives of members of this family. Steven Wardell is clearly a talented young author, adopted for some of his schooling into this family of four teens, and thus able to view family life in Japan from the inside out. A great read!
Answer: ",True,False,False,False,False,0.0,0.725,0.29,847,145,6,1
amazon_polarity_Is_this_product_review_positive_24,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: i liked this album more then i thought i would
Review: I heard a song or two and thought same o same o,but when i listened to songs like ""blue angel"",""lanna"" and 'mama"" the hair just rose off my neck.Roy is trully an amazing singer with a talent you don't find much now days.
Answer: ",True,False,False,False,False,0.0,0.31,0.122,324,61,3,1
amazon_polarity_Is_this_product_review_positive_25,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: Problem with charging smaller AAAs
Review: I have had the charger for more than two years. It charges AA batteries just fine, but has a huge problem securing smaller AAA batteries. To charge the smaller batteries you need to flip down the little button at the positive end. In the beginning one of the four AAA batteries would pop up, and now three out of the four won't hold. The problem is the flip mechanism became loose, and any horizontal pressure would push the buttons back up. What I have to do now is using duct tape and a segment of crayon, apply the crayon on the buttons, and wrap the tape around. You know how painful that is.
Answer: ",True,False,False,False,False,0.0,0.63,0.252,688,126,8,1
amazon_polarity_Is_this_product_review_positive_26,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: Works, but not as advertised
Review: I bought one of these chargers..the instructions say the lights stay on while the battery charges...true. The instructions doNT say the lights turn off when its done. Which is also true. 24 hours of charging and the lights stay on. I returned it thinking I had a bad unit.The new one did the same thing. I just kept it since it does charge...but the lights are useless since they seem to always stay on. It's a ""backup"" charger for when I manage to drain all my AAs but I wouldn't want this as my only charger.
Answer: ",True,False,False,False,False,0.0,0.565,0.218,596,109,17,1
amazon_polarity_Is_this_product_review_positive_27,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: Disappointed
Review: I read the reviews,made my purchase and was very disappointed. The charger is convenient by charging all four batteries at once but the charge only lasts a very short time. I now have to go and find batteries that will give me longer life than the kodak NiMH AA batteries.
Answer: ",True,False,False,False,False,0.0,0.295,0.118,342,59,4,1
amazon_polarity_Is_this_product_review_positive_28,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: Oh dear
Review: I was excited to find a book ostensibly about Muslim feminism, but this volume did not live up to the expectations.One essay, among other things, describes the veil as potentially liberating. It doesn't begin to explain how or why.Another, on Muslim women in Cape Town, claims that Muslim women there are separate but ""more than equal."" Gee whiz, what a disappointment.I had expected and hoped for at least one Muslim feminist condemnation of gender apartheid. But there is not a single one in the book.I'm surprised it didn't have an essay extolling the virtues of female genital mutilation.--Alyssa A. Lappen
Answer: ",True,False,False,False,False,0.0,0.58,0.22,675,110,10,1
amazon_polarity_Is_this_product_review_positive_29,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: Based on the reviews here I bought one and I'm glad I did!
Review: This VCR/DVD was an early Christmas present to myself after deciding to join the rest of the world in DVD-land but not wanting to let go of my VHS movies quite yet. Based on the reviews and price, and because I own a JVC TV, this was my choice. I agree with the easy set-up. It's a bit awkward to work the whole TV/VHS/DVD selection options but I think I've gotten the hang of it.Two comments: it's not intuitive and actually is pretty complicated (too many buttons on the remote but that might please others who are more technically-minded than me) so I've had to rely heavily on the how-to manual. And setting the VCR timer is awkward -- you can't enter the start and end time but have to scroll (unless I'm missing something)...but those are my only complaints. This is a good product for your $$$.
Answer: ",True,False,False,False,True,0.0,0.735,0.338,917,169,12,2
amazon_polarity_Is_this_product_review_positive_30,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: Incorrect disc!
Review: I am a big JVC fan, but I do not like this model, I was suspiscious when I saw several units in the return section of the store. I bought one anyway (new) and must say I am not happy. The unit sends out clicks to the receiver once in a while, the transition between scenes is not always smooth,(like a little pause) and while it is still fairly new I can't get any DVD,CD or even a DVD headcleaner to work. All I get is a ""incorrect disc"" message.
Answer: ",True,False,True,False,False,0.0,0.295,0.2,520,100,6,2
amazon_polarity_Is_this_product_review_positive_31,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: happy with it...but
Review: I'm a JVC nut...I have 3 JVC televisions, one VCR, one bookshelf audio system and car audio system. So when it came time to move the VCR player to the boys room and get another one for the old man I knew what make it was going to be. I decided on the combo player because I don't think VHS is going to be around much longer. I like my combo player except for 2 things:(1)no cable box compatability on the remote control (2)no seperate audio video inputs only input for coax cable from my cable box so all of the cable programming is in mono...wife can't tell the difference in the sound so if she's happy then I'll just live with it. VCR and DVD look and sound GREAT!!!!!!!
Answer: ",True,False,False,False,False,0.0,0.72,0.282,750,141,21,1
amazon_polarity_Is_this_product_review_positive_32,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: should be titled ""Hollywood Debacle""
Review: The plot is so ridiculous, I have to wonder if they even read the script before making this film. The mountain lion breaks out of his trailer - and the cars behind don't notice? The mountain lion is captured - and put in a jail cell? Get real! Utterly, completely stupid.
Answer: ",True,False,True,False,False,0.0,0.19,0.128,365,64,6,2
amazon_polarity_Is_this_product_review_positive_33,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: Is this great TV??? You bet it is
Review: Hotel Babylon is not just good TV...it's great TV!!!! The show features some incredible acting from Tamzin Outhwaite (formerly of EastEnders, a BBC soap) and Max Beesley (from the ill-fated movie ""Glitter"" starring Mariah Carey). The show could make for a great drama series, but I felt that it is a mix of a drama, comedy, and soap opera all mixed into a great BBC show. The show aired on BBC America for a while but didn't get around to seeing it. I can now say that I got the DVD set and all the episodes are great. The season finale was an interesting to watch.The show reminds me of Hotel which aired on ABC from 1983 to 1988. The reason...Hotel was set at a fictional San Francisco hotel as Hotel Babylon was set at a luxury five-star hotel in England.I recommend this DVD to anyone who is willing to watch a great show from the BBC.
Answer: ",True,False,False,False,False,0.0,0.885,0.346,930,173,22,1
amazon_polarity_Is_this_product_review_positive_34,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: Nothing you don't already know
Review: If you have even casually looked into applying to law school, have already read everything there is in this book, do not waste your money, seriously!!
Answer: ",True,False,True,False,False,0.0,0.03,0.078,238,39,3,2
amazon_polarity_Is_this_product_review_positive_35,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: Unfortunately it wasn't entertaining in the least bit.
Review: When I first ordered the CD, I figured it was going to be a hip, cool daddy vibe CD. However much to my dismay it sounds like a fourth grade music class. The main jist of the CD is that there is a xylaphone playing over peoples voices trying to replicate happening party. I believe if I played this CD at a party anywhere in my neighborhood I would get laughed off the beach. Growing up a surfer in San Diego, I would not recommend this CD to any of my Southern California brothers. Honestly, when I played it I kinda of felt I was in a bad B movie. The absolutle epitimy of the CD is the last ""vibe"" Surf Cha Cha. Surfers don't CHA.
Answer: ",True,False,False,True,False,0.0,0.605,0.284,745,142,10,2
amazon_polarity_Is_this_product_review_positive_36,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: Rochelle explains It All for You
Review: Wondering what the hell has happened to the moral aspect of modern American culture ? This book is a lucid, well argued explanation of the simple fact that we have become so totally focused on our individual RIGHTS that we have completely ignored, and even mocked, our personal and public responsibilities. The final response and indictment of Robert Ringer's best seller, LOOKING OUT FOR #1. This is a great time for anyone who is disgusted with the boorish state of American media, politics and discourse in general, to clear their heads for the substantial challenges that lie before us not only as Americans, but as human beings. A great book
Answer: ",True,False,False,False,False,0.0,0.615,0.248,736,124,5,1
amazon_polarity_Is_this_product_review_positive_37,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: More great playing
Review: Larry's work for the Muse label in the late 80s and early 90s found him exploring the rich catalog of jazz standards that he probably grew up playing. Surrounding himself with the best musicians around, Larry sounds relaxed, focused, and totally in control. Listen to Larry's take on ""My Funny Valentine"" and tell me it doesn't stand right up there with Chet Baker's or Miles'. A very fine album that you'll enjoy again and again.
Answer: ",True,False,False,False,False,0.0,0.43,0.172,506,86,5,1
amazon_polarity_Is_this_product_review_positive_38,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: Doesn't work on a Mac
Review: It clearly says on line this will work on a Mac OS system. The disk comes and it does not, only Windows . Do Not order this if you have a Mac!!!!!!!
Answer: ",True,False,True,False,False,0.0,0.175,0.09,227,45,10,2
amazon_polarity_Is_this_product_review_positive_39,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: Very Frustrating
Review: My three year old son was very excited to get this but after two attempts at playing it hasn't been touched since. You are not able to use the mouse through any of the games except for the ""power-up segments"" instead you are using the up-down arrows on the keyboard - too hard for him and not much fun. Very disapointed with this game and wish I could return it.
Answer: ",True,False,False,False,False,0.0,0.4,0.16,436,80,4,1
amazon_polarity_Is_this_product_review_positive_40,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: Mind numbing
Review: This game makes you do the same things over and over, it never holds my son's attention long enough to get to the next level. There is no choice of games you have to do every thing in order. We have another Rescue Heroes game and both my boys 3 and 6 love it, but this one is a dog!
Answer: ",True,False,False,False,False,0.0,0.35,0.14,352,70,4,1
amazon_polarity_Is_this_product_review_positive_41,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: Cannot recommend
Review: As a former Alaskan, I didn't want to have to do this. But after repeatedly attempting Allman's recipes and having to throw out 8-10 cups of flour and miscellaneous ingredients nearly every time--and then comparing to Ed Wood's recipes which work flawlessly, and Lisa Rayner's very excellent Wild Bread: Hand-baked sourdough artisan breads in your own kitchen, I can't help but notice that their recipes work, where Allman's fail.I'm not a novice baker. The only thing that worked reliably was the pancakes recipe, but that can be found other places as well.If you are looking for reliable recipes and concise information about starting a sourdough and maintaining it, I recommend any of Ed Wood's books, even his very old ones. Lisa Rayner has written a fabulous tome in Wild Bread. But pass on this book.While some of the historical vignettes were interesting--not enough so to warrant the cost of the book. Check it out at your library if you must.
Answer: ",True,False,True,True,False,0.0,0.675,0.34,1025,170,10,3
amazon_polarity_Is_this_product_review_positive_42,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: Alaska sourdough
Review: REad most of the book while visiting my brother in Alaska. Loved it. I am going to be making my sourdough starter soon. Book is full of great stories and recipes.
Answer: ",True,False,False,False,False,0.0,0.205,0.082,236,41,5,1
amazon_polarity_Is_this_product_review_positive_43,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: Old and good
Review: This book is worth to keep in your collection as it does not only advise what to do with sourdough but Ruth also told you what the picture of past 100 years ago in Alaska where no stand mixer nor any civilized stuffs in kitchen, just a pot of sourdough.
Answer: ",True,False,False,False,False,0.0,0.305,0.122,323,61,2,1
amazon_polarity_Is_this_product_review_positive_44,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: autumn
Review: got this for my daughter in NC, she is now making prefect bread. Wish she lived closer to make me some
Answer: ",True,False,False,False,False,0.0,0.15,0.06,166,30,2,1
amazon_polarity_Is_this_product_review_positive_45,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: Fast mp3 download of music waxed decades ago
Review: One of these 26 songs played as background music on a YouTube video of some kind of gymnastic or dance feat out of Russia. I hunted down the melody, read the English lyrics, then decided to see what else was in the album. Downloaded the full album for $15 via Amazon mp3 downloader, and now happily listen to the melodies (interspersed) on my iPod.
Answer: ",True,False,False,False,False,0.0,0.4,0.16,450,80,4,1
amazon_polarity_Is_this_product_review_positive_46,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: Maybe I got a bad one.
Review: My experience: I got this from FM, not Amazon. The DVD player rattled pretty loudly sometimes (but not always) when I put in a DVD. I tried several. The picture quality wasn't all that great and the screen got a horizontal line thru the middle after a short time that would not go away. Plus one of the other reviewers was dead on about the remote - the layout makes no sense at all! Very poor human engineering, IMO. I brought it back to the store for a refund. I saw the same model under the Emerson name for <$400 at WM but was hesitant to buy it.
Answer: ",True,False,False,False,False,0.0,0.61,0.244,630,122,10,1
amazon_polarity_Is_this_product_review_positive_47,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: Sylvania 6620LDG 20"" Flat Panel LCD TV with Built in DVD player
Review: Light weight, space saving very attractive design. Sharp Picture, Good sound quality and quick response time. DVD playback also excellent. Only negative is its remote control. It is hard to read the functions of the keys due to color choices. The placement of the keys are almost illogical and you have to look at it carefully before each use. It almost seems like it was designed by an imbecil. The quality, the features and the price still makes this TV an excellent buy.
Answer: ",True,False,False,False,False,0.0,0.515,0.206,594,103,9,1
amazon_polarity_Is_this_product_review_positive_48,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: TERRIBLE!! DO NOT BUY THIS
Review: I bought this for my wife for her birthday,and had toreturn it because the DVD palyer would not work. I returned it and got a repalcement, which once again the DVD player failed to work! It is a piece of junk.
Answer: ",True,False,True,False,False,0.0,0.15,0.108,293,54,6,2
amazon_polarity_Is_this_product_review_positive_49,amazon_polarity_Is_this_product_review_positive,"Is this product review positive?
Title: *** BEWARE ***
Review: This TV is set so that it is not capable of a ""recall"" function. If you want to flash back between channels, this TV is not going to give it to you. The remote control that comes with the TV has no recall function, so I bought a Sony universal, which is a much better remote, that had the recall button on it. However, I soon learned that the TV is set at the factory to not have the capability to flash-back. It may not be a big deal to some, but this user found it very annoying.
Answer: ",True,False,False,False,False,0.0,0.545,0.218,553,109,6,1
app_reviews_categorize_rating_using_review_0,app_reviews_categorize_rating_using_review,"Given this review: ""Great app! The new version now works on my Bravia Android TV which is great as it's right by my rooftop aerial cable. The scan feature would be useful...any ETA on when this will be available? Also the option to import a list of bookmarks e.g. from a simple properties file would be useful.""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.38,0.146,397,73,11,1
app_reviews_categorize_rating_using_review_1,app_reviews_categorize_rating_using_review,"Given this review: ""Great It's not fully optimised and has some issues with crashing but still a nice app  especially considering the price and it's open source.""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.22,0.086,248,43,3,1
app_reviews_categorize_rating_using_review_2,app_reviews_categorize_rating_using_review,"Given this review: ""Works on a Nexus 6p I'm still messing around with my hackrf but it works with my Nexus 6p  Trond usb-c to usb host adapter. Thanks!""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.23,0.09,238,45,4,1
app_reviews_categorize_rating_using_review_3,app_reviews_categorize_rating_using_review,"Given this review: ""The bandwidth seemed to be limited to maximum 2 MHz or so. I tried to increase the bandwidth but not possible. I purchased this is because one of the pictures in the advertisement showed the 2.4GHz band with around 10MHz or more bandwidth. Is it not possible to increase the bandwidth? If not  it is just the same performance as other free APPs.""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.42,0.164,452,82,8,1
app_reviews_categorize_rating_using_review_4,app_reviews_categorize_rating_using_review,"Given this review: ""Works well with my Hackrf Hopefully new updates will arrive for extra functions""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.16,0.064,186,32,2,1
app_reviews_categorize_rating_using_review_5,app_reviews_categorize_rating_using_review,"Given this review: ""Good job Tried a few . This has to be the most stable and best to my liking . And a whole world of settings to play with. However we are quite limited on frequency band width id like to see it lowered to 14.mhz if possible""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,True,0.0,0.28,0.132,329,66,6,2
app_reviews_categorize_rating_using_review_6,app_reviews_categorize_rating_using_review,"Given this review: ""Working great on Nexus6""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.115,0.046,130,23,2,1
app_reviews_categorize_rating_using_review_7,app_reviews_categorize_rating_using_review,"Given this review: ""Works with RTL and Nextbook Aries 8. Demod stops working if the scan width is changed requiring restart.""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.19,0.074,211,37,4,1
app_reviews_categorize_rating_using_review_8,app_reviews_categorize_rating_using_review,"Given this review: ""Works with RTL SDR Works but no audio when demodulating""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.145,0.058,162,29,2,1
app_reviews_categorize_rating_using_review_9,app_reviews_categorize_rating_using_review,"Given this review: ""Awsome App! Easy to use  works great on Notes w / Realtek dongle.""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.165,0.064,172,32,4,1
app_reviews_categorize_rating_using_review_10,app_reviews_categorize_rating_using_review,"Given this review: ""I'll forgo the refund. But no go with Watson dongle... Nexus 9. Yet to try on Nexus 6p. So very disappointed!!! :-(""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.205,0.082,222,41,11,1
app_reviews_categorize_rating_using_review_11,app_reviews_categorize_rating_using_review,"Given this review: ""looks like a great program  1 of its kind I don't have the necessary hardware to utilize it though.""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.195,0.076,206,38,3,1
app_reviews_categorize_rating_using_review_12,app_reviews_categorize_rating_using_review,"Given this review: ""This thing is great. I am at the bottom of the learning curve but in the few minutes I have played with it it seems like it will be easy to learn and to use. Just what I hoped for.""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.3,0.118,287,59,5,1
app_reviews_categorize_rating_using_review_13,app_reviews_categorize_rating_using_review,"Given this review: ""Crash when set a demodulation! :(""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.125,0.05,140,25,3,1
app_reviews_categorize_rating_using_review_14,app_reviews_categorize_rating_using_review,"Given this review: ""Good Good""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.105,0.042,116,21,2,1
app_reviews_categorize_rating_using_review_15,app_reviews_categorize_rating_using_review,"Given this review: ""Support for sdrplay This software works fine on rtl sdr upconverter.But doesn't support sdrplay.Hope you add this support in near future.""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.215,0.08,244,40,5,1
app_reviews_categorize_rating_using_review_16,app_reviews_categorize_rating_using_review,"Given this review: ""Nice Tested with Rtl SDR. Working fine although I saw weird behavior around 2.4Ghz. Not sure if this is the app. What is badly missing is some kind of bookmarks/favourites feature.""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.26,0.1,287,50,7,1
app_reviews_categorize_rating_using_review_17,app_reviews_categorize_rating_using_review,"Given this review: ""doesn't work with rtl-2832 Says it works with rtl devices but doesn't. never displays anything  even though the rtl 2832 works with other spectrum analyzers. no help files anywhere so good luck figuring out what's wrong!""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.28,0.11,327,55,5,1
app_reviews_categorize_rating_using_review_18,app_reviews_categorize_rating_using_review,"Given this review: ""Sweet Pick your source device in settings. Default is hackrf. May need driver as well""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,True,0.0,0.12,0.068,192,34,4,2
app_reviews_categorize_rating_using_review_19,app_reviews_categorize_rating_using_review,"Given this review: ""Great app! Works really well with Galaxy note 5""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.14,0.056,154,28,3,1
app_reviews_categorize_rating_using_review_20,app_reviews_categorize_rating_using_review,"Given this review: ""The app looks good but does not work so far with lenovo a936 kitkat. the sdr might draw to much current. Tried a spit cable for extra power but it did not help so far.""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.275,0.108,274,54,5,1
app_reviews_categorize_rating_using_review_21,app_reviews_categorize_rating_using_review,"Given this review: ""Works great I am using HackRF One with this apps.""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.15,0.058,156,29,3,1
app_reviews_categorize_rating_using_review_22,app_reviews_categorize_rating_using_review,"Given this review: ""A God send! Awful interference problem with my 868MHz central heating system. 20min with this app and an rtlsdr dongle tracked the problem to an old controller with a near flat battery transmitting a continuous unmodulated carrier.""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.285,0.112,338,56,5,1
app_reviews_categorize_rating_using_review_23,app_reviews_categorize_rating_using_review,"Given this review: ""App Great but This app is great but the only thing that's missing is its ability to store frequencies and presets like the competing app.""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.225,0.088,244,44,3,1
app_reviews_categorize_rating_using_review_24,app_reviews_categorize_rating_using_review,"Given this review: ""awesome app  seems stable and runs well on Note 4 with RLT-SDR  can't wait to try it out on the HackRF One. Happy to support the developer!""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.235,0.092,246,46,4,1
app_reviews_categorize_rating_using_review_25,app_reviews_categorize_rating_using_review,"Given this review: ""Simple and perfect About this software rtl sdr is very useful ... installed done. Thanks.""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.17,0.068,196,34,7,1
app_reviews_categorize_rating_using_review_26,app_reviews_categorize_rating_using_review,"Given this review: ""Samsung note 3 neo ok""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.12,0.048,128,24,2,1
app_reviews_categorize_rating_using_review_27,app_reviews_categorize_rating_using_review,"Given this review: ""This works great so far. Any plans for support of Q branch direct sampling for HF reception on RTL SDR? Maybe the option is there and I missed it. Great app  keep up the great work.""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.28,0.11,288,55,6,1
app_reviews_categorize_rating_using_review_28,app_reviews_categorize_rating_using_review,"Given this review: ""Nice Work Wish it could transmit too on Hack""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.14,0.056,151,28,2,1
app_reviews_categorize_rating_using_review_29,app_reviews_categorize_rating_using_review,"Given this review: ""Great application Work's well with my ZenFone 5""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.135,0.054,154,27,2,1
app_reviews_categorize_rating_using_review_30,app_reviews_categorize_rating_using_review,"Given this review: ""Very nice. Great UI  works like a charm. If you have an NVIDIA shield  try spamming the connect/play button.""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.195,0.076,215,38,5,1
app_reviews_categorize_rating_using_review_31,app_reviews_categorize_rating_using_review,"Given this review: ""Additional info Used it w/RTL-SDR (R820T) on my phone (Moto G) also and it works great there too. I already had FM on this phone and now have NWS  taxis  Aviation  Marine  etc. Hopefully scanner update soon. Love it! Have it also on my new Chuwi HI8 dual-mode tablet so you can add that to the list ""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.385,0.154,406,77,6,1
app_reviews_categorize_rating_using_review_32,app_reviews_categorize_rating_using_review,"Given this review: ""Fun app - A little tedious though I enjoy using this app but can be a bit tedious trying to get everything set and configured just right. Once your SDR dongle has been properly configured you can then enjoy using it. Nice little app :&gt;)""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.32,0.128,346,64,4,1
app_reviews_categorize_rating_using_review_33,app_reviews_categorize_rating_using_review,"Given this review: ""Works Great. Works great on a 2015 Medion Lifetab S10346 (MD99282). 10.1"""""""""""""""""""""""""""""""". Android 5. Watson wideband 100Khz-2Ghz model W-SDRX1 rtl dongle based receiver. Mostly Amatuer Band and Airband use. HF and VHF-UHF receive is fine if you cn feed it from any half decent antenna farm  even works ok with indoor antenna systems with a bit more interference. It is possible to power the receiver from the tablet with the supplied usb otg cable but a otg cable with power in capablity is highly recommended. Great app  works as good as any windows  linux or mac sdr apps that I own. Fine Business to the developer. Wish that I could rate your app with more than 5 stars  makes it possible for me to go portable or mobile with the sdr without having to carry a laptop everywhere.""""""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
",True,False,False,False,False,0.0,0.795,0.314,890,157,14,1
